,year,event_date,event_type,actor1,country,latitude,longitude,fatalities,location,data,month,iso
5384,2017,16 October 2017,Protests,Protesters (Nigeria),Nigeria,7.2092,5.3782,0,Kajola,2017-10-16,10,NGA
5385,2017,16 October 2017,Battles,Unidentified Communal Militia (Nigeria),Nigeria,9.6333,8.7667,0,Riyom,2017-10-16,10,NGA
5386,2017,16 October 2017,Violence against civilians,Fulani Ethnic Militia (Nigeria),Nigeria,9.9333,8.7333,29,Bassa,2017-10-16,10,NGA
5387,2017,16 October 2017,Violence against civilians,Fulani Ethnic Militia (Nigeria),Nigeria,9.9667,8.7167,1,Igwara,2017-10-16,10,NGA
5388,2017,15 October 2017,Battles,Islamic State (Greater Sahara),Mali,15.9182,2.4022,3,Menaka,2017-10-15,10,MLI
5389,2017,15 October 2017,Battles,Unidentified Armed Group (Mali),Mali,15.9182,2.4022,3,Menaka,2017-10-15,10,MLI
5390,2017,15 October 2017,Violence against civilians,Fulani Ethnic Militia (Nigeria),Nigeria,9.9333,8.7333,2,Bassa,2017-10-15,10,NGA
5391,2017,15 October 2017,Battles,GATIA: Imghad Tuareg and Allies Self-Defense Group,Mali,15.279000000000002,-1.7004,0,Hombori,2017-10-15,10,MLI
5392,2017,15 October 2017,Violence against civilians,Irigwe Ethnic Militia (Nigeria),Nigeria,10.1163,8.8388,6,Buji,2017-10-15,10,NGA
5393,2017,15 October 2017,Violence against civilians,Unidentified Armed Group (Nigeria),Nigeria,10.3192,7.6892,10,Kajuru,2017-10-15,10,NGA
5394,2017,15 October 2017,Violence against civilians,Unidentified Armed Group (Nigeria),Nigeria,7.2667,11.0333,10,Mambilla Hill,2017-10-15,10,NGA
5395,2017,14 October 2017,Battles,Military Forces of Nigeria (2015-),Nigeria,12.897,11.9304,2,Geidam,2017-10-14,10,NGA
5396,2017,14 October 2017,Violence against civilians,Fulani Ethnic Militia (Nigeria),Nigeria,9.9333,8.7333,2,Bassa,2017-10-14,10,NGA
5397,2017,14 October 2017,Battles,Military Forces of Nigeria (2015-),Nigeria,11.1472,11.9302,3,Ligda,2017-10-14,10,NGA
5398,2017,14 October 2017,Violence against civilians,Military Forces of France,Mali,19.1167,1.75,2,Abeibara,2017-10-14,10,MLI
5399,2017,14 October 2017,Violence against civilians,Unidentified Communal Militia (Nigeria),Nigeria,9.5333,8.9,10,Barkin Ladi,2017-10-14,10,NGA
5400,2017,14 October 2017,Violence against civilians,Unidentified Communal Militia (Nigeria),Nigeria,9.9333,8.7333,6,Bassa,2017-10-14,10,NGA
5401,2017,13 October 2017,Battles,Military Forces of Nigeria (2015-),Nigeria,11.5221,13.6856,3,Bama,2017-10-13,10,NGA
5402,2017,13 October 2017,Protests,Protesters (Nigeria),Nigeria,4.9797,7.7917,0,Abak,2017-10-13,10,NGA
5403,2017,13 October 2017,Battles,Military Forces of Nigeria (2015-),Nigeria,12.3611,13.8246,1,Marte,2017-10-13,10,NGA
5404,2017,13 October 2017,Riots,Rioters (Nigeria),Nigeria,7.621,5.2215,1,Ado-Ekiti,2017-10-13,10,NGA
5405,2017,13 October 2017,Protests,Protesters (Nigeria),Nigeria,6.5582,3.3466,0,Oshodi,2017-10-13,10,NGA
5406,2017,13 October 2017,Battles,Police Forces of Nigeria (2015-) National Drug Law Enforcement Agency,Nigeria,7.5456,6.2538,3,Okene,2017-10-13,10,NGA
5407,2017,13 October 2017,Violence against civilians,Fulani Ethnic Militia (Nigeria),Nigeria,9.9333,8.7333,2,Bassa,2017-10-13,10,NGA
5408,2017,13 October 2017,Violence against civilians,Unidentified Armed Group (Nigeria),Nigeria,5.1593,5.9252,0,Bomadi,2017-10-13,10,NGA
5409,2017,12 October 2017,Battles,Unidentified Armed Group (Mali),Mali,18.44,1.41,0,Kidal,2017-10-12,10,MLI
5410,2017,12 October 2017,Protests,Protesters (Nigeria),Nigeria,9.0833,7.5333,0,Abuja,2017-10-12,10,NGA
5411,2017,12 October 2017,Explosions/Remote violence,Boko Haram - Wilayat Gharb Ifriqiyyah,Nigeria,11.6558,13.4213,6,Konduga,2017-10-12,10,NGA
5412,2017,12 October 2017,Violence against civilians,Fulani Ethnic Militia (Nigeria),Nigeria,9.9333,8.7333,2,Bassa,2017-10-12,10,NGA
5413,2017,11 October 2017,Battles,Military Forces of Mali (2013-),Mali,14.8841,-6.8435,4,Boundjiguire,2017-10-11,10,MLI
5414,2017,11 October 2017,Explosions/Remote violence,Boko Haram - Wilayat Gharb Ifriqiyyah,Nigeria,11.8991,13.4757,4,Umarri,2017-10-11,10,NGA
5415,2017,11 October 2017,Strategic developments,Boko Haram - Wilayat Gharb Ifriqiyyah,Nigeria,11.7921,13.1272,3,Dolori,2017-10-11,10,NGA
5416,2017,11 October 2017,Violence against civilians,Fulani Ethnic Militia (Nigeria),Nigeria,9.9333,8.7333,2,Bassa,2017-10-11,10,NGA
5417,2017,11 October 2017,Violence against civilians,Unidentified Armed Group (Nigeria),Nigeria,6.3152,6.4741,1,Issele-Uku,2017-10-11,10,NGA
5418,2017,11 October 2017,Protests,Protesters (Nigeria),Nigeria,9.9285,8.8921,0,Jos,2017-10-11,10,NGA
5419,2017,10 October 2017,Battles,JNIM: Group for Support of Islam and Muslims,Mali,14.9563,0.696,1,Labbezanga,2017-10-10,10,MLI
5420,2017,10 October 2017,Riots,Rioters (Nigeria),Nigeria,7.621,5.2215,1,Ado-Ekiti,2017-10-10,10,NGA
5421,2017,10 October 2017,Violence against civilians,Fulani Ethnic Militia (Nigeria),Nigeria,9.9333,8.7333,2,Bassa,2017-10-10,10,NGA
5422,2017,10 October 2017,Battles,Military Forces of Nigeria (2015-),Nigeria,11.1222,13.51,16,Yamtaji,2017-10-10,10,NGA
5423,2017,10 October 2017,Violence against civilians,Military Forces of France,Mali,20.02,2.2611,1,Boughessa,2017-10-10,10,MLI
5424,2017,09 October 2017,Protests,Protesters (Nigeria),Nigeria,9.0833,7.5333,0,Abuja,2017-10-09,10,NGA
5425,2017,09 October 2017,Protests,Protesters (Nigeria),Nigeria,7.0667,6.2667,0,Auchi,2017-10-09,10,NGA
5426,2017,09 October 2017,Riots,Rioters (Nigeria),Nigeria,7.621,5.2215,0,Ado-Ekiti,2017-10-09,10,NGA
5427,2017,09 October 2017,Protests,Protesters (Nigeria),Nigeria,4.8755,7.1488,0,Obigbo,2017-10-09,10,NGA
5428,2017,09 October 2017,Protests,Protesters (Nigeria),Nigeria,6.4426,7.5022,0,Enugu,2017-10-09,10,NGA
5429,2017,09 October 2017,Violence against civilians,Fulani Ethnic Militia (Nigeria),Nigeria,9.9333,8.7333,2,Bassa,2017-10-09,10,NGA
5430,2017,09 October 2017,Protests,Protesters (Nigeria),Nigeria,10.5222,7.4383,0,Kaduna,2017-10-09,10,NGA
5431,2017,09 October 2017,Violence against civilians,Islamist Militia (Mali),Mali,14.8841,-6.8435,1,Boundjiguire,2017-10-09,10,MLI
5432,2017,09 October 2017,Violence against civilians,Police Forces of Nigeria (2015-),Nigeria,7.2526,5.1931,1,Akure,2017-10-09,10,NGA
5433,2017,09 October 2017,Violence against civilians,Unidentified Armed Group (Nigeria),Nigeria,4.7774,7.0134,10,Port Harcourt,2017-10-09,10,NGA
5434,2017,09 October 2017,Violence against civilians,Unidentified Armed Group (Nigeria),Nigeria,4.8075,6.9738,10,Mgbuosimiri,2017-10-09,10,NGA
5435,2017,08 October 2017,Riots,Rioters (Mali),Mali,18.44,1.41,0,Kidal,2017-10-08,10,MLI
5436,2017,08 October 2017,Battles,Military Forces of Nigeria (2015-),Nigeria,11.5032,11.9367,1,Gujba,2017-10-08,10,NGA
5437,2017,08 October 2017,Battles,Military Forces of Nigeria (2015-),Nigeria,12.5415,13.7766,3,Madari,2017-10-08,10,NGA
5438,2017,08 October 2017,Riots,Rioters (Nigeria),Nigeria,7.621,5.2215,0,Ado-Ekiti,2017-10-08,10,NGA
5439,2017,08 October 2017,Violence against civilians,Fulani Ethnic Militia (Nigeria),Nigeria,9.9333,8.7333,2,Bassa,2017-10-08,10,NGA
5440,2017,08 October 2017,Violence against civilians,Unidentified Armed Group (Mali),Mali,13.5287,-4.4456,2,Fangasso,2017-10-08,10,MLI
5441,2017,07 October 2017,Protests,Protesters (Senegal),Senegal,12.6603,-16.1703,0,Koubalan,2017-10-07,10,SEN
5442,2017,06 October 2017,Protests,Protesters (Mali),Mali,18.44,1.41,0,Kidal,2017-10-06,10,MLI
5443,2017,06 October 2017,Strategic developments,Islamist Militia (Mali),Mali,14.3156,-2.7403,0,Dioungani,2017-10-06,10,MLI
5444,2017,06 October 2017,Protests,Protesters (Nigeria),Nigeria,9.0833,7.5333,0,Abuja,2017-10-06,10,NGA
5445,2017,06 October 2017,Battles,Military Forces of Nigeria (2015-),Nigeria,11.5221,13.6856,2,Bama,2017-10-06,10,NGA
5446,2017,06 October 2017,Battles,Military Forces of Nigeria (2015-),Nigeria,11.8464,13.1603,30,Maiduguri,2017-10-06,10,NGA
5447,2017,06 October 2017,Protests,Protesters (Nigeria),Nigeria,4.7774,7.0134,0,Port Harcourt,2017-10-06,10,NGA
5448,2017,05 October 2017,Protests,Protesters (Mauritania),Mauritania,18.1194,-16.0406,0,Nouakchott,2017-10-05,10,MRT
5449,2017,05 October 2017,Protests,Protesters (Nigeria),Nigeria,6.4531,3.3958,0,Lagos,2017-10-05,10,NGA
5450,2017,05 October 2017,Violence against civilians,Unidentified Armed Group (Nigeria),Nigeria,4.8075,6.9738,2,Mgbuosimiri,2017-10-05,10,NGA
5451,2017,05 October 2017,Violence against civilians,Unidentified Armed Group (Nigeria),Nigeria,7.8024,6.742999999999999,0,Lokoja,2017-10-05,10,NGA
5452,2017,04 October 2017,Battles,Military Forces of Nigeria (2015-),Nigeria,11.5221,13.6856,4,Bama,2017-10-04,10,NGA
5453,2017,04 October 2017,Battles,JNIM: Group for Support of Islam and Muslims,Mali,18.44,1.41,0,Kidal,2017-10-04,10,MLI
5454,2017,04 October 2017,Strategic developments,Unidentified Armed Group (Mali),Mali,15.9182,2.4022,0,Menaka,2017-10-04,10,MLI
5455,2017,04 October 2017,Riots,Rioters (Nigeria),Nigeria,13.0978,7.2225,3,Jibia,2017-10-04,10,NGA
5456,2017,04 October 2017,Riots,Rioters (Nigeria),Nigeria,6.4426,7.5022,1,Enugu,2017-10-04,10,NGA
5457,2017,04 October 2017,Violence against civilians,Unidentified Armed Group (Mali),Mali,15.4275,3.0175,1,Anderamboukane,2017-10-04,10,MLI
5458,2017,03 October 2017,Explosions/Remote violence,JNIM: Group for Support of Islam and Muslims,Mali,13.8286,-4.9953,0,Saye,2017-10-03,10,MLI
5459,2017,03 October 2017,Battles,Unidentified Armed Group (Mali),Mali,15.797,3.7095,17,Tamalat,2017-10-03,10,MLI
5460,2017,03 October 2017,Protests,Protesters (Nigeria),Nigeria,7.15,3.35,0,Abeokuta,2017-10-03,10,NGA
5461,2017,02 October 2017,Battles,Military Forces of Nigeria (2015-),Nigeria,12.1,13.7,4,Mafa,2017-10-02,10,NGA
5462,2017,02 October 2017,Battles,Unidentified Armed Group (Mali),Mali,15.797,3.7095,0,Tamalat,2017-10-02,10,MLI
5463,2017,02 October 2017,Protests,Protesters (Senegal),Senegal,14.7646,-17.3907,0,Pikine,2017-10-02,10,SEN
5464,2017,01 October 2017,Protests,Protesters (Nigeria),Nigeria,11.8464,13.1603,0,Maiduguri,2017-10-01,10,NGA
5465,2017,01 October 2017,Explosions/Remote violence,JNIM: Group for Support of Islam and Muslims,Mali,15.9182,2.4022,0,Menaka,2017-10-01,10,MLI
5466,2017,30 September 2017,Battles,Military Forces of Nigeria (2015-),Nigeria,11.5221,13.6856,1,Bama,2017-09-30,9,NGA
5467,2017,30 September 2017,Explosions/Remote violence,JNIM: Group for Support of Islam and Muslims,Mali,16.1506,1.4277,0,I-n-Deliman,2017-09-30,9,MLI
5468,2017,29 September 2017,Strategic developments,Islamist Militia (Mali),Mali,14.2223,-4.4959,0,Kouakourou,2017-09-29,9,MLI
5469,2017,29 September 2017,Battles,Military Forces of Nigeria (2015-),Nigeria,11.5221,13.6856,2,Bama,2017-09-29,9,NGA
5470,2017,29 September 2017,Strategic developments,Unidentified Armed Group (Mali),Mali,18.44,1.41,0,Kidal,2017-09-29,9,MLI
5471,2017,29 September 2017,Protests,Protesters (Nigeria),Nigeria,6.2006,6.7339,0,Asaba,2017-09-29,9,NGA
5472,2017,29 September 2017,Violence against civilians,Unidentified Armed Group (Nigeria),Nigeria,9.5833,9.8167,1,Gyangyan,2017-09-29,9,NGA
5473,2017,28 September 2017,Explosions/Remote violence,Unidentified Armed Group (Mali),Mali,15.7195,0.8104,2,Tin Amar,2017-09-28,9,MLI
5474,2017,28 September 2017,Protests,Protesters (Nigeria),Nigeria,5.5167,5.75,0,Warri,2017-09-28,9,NGA
5475,2017,28 September 2017,Battles,Military Forces of Nigeria (2015-),Nigeria,12.944,13.184000000000001,2,Gudumbali,2017-09-28,9,NGA
5476,2017,28 September 2017,Violence against civilians,Unidentified Armed Group (Mali),Mali,14.2223,-4.4959,0,Kouakourou,2017-09-28,9,MLI
5477,2017,27 September 2017,Strategic developments,Islamist Militia (Mali),Mali,14.4891,-4.1928,0,Mopti,2017-09-27,9,MLI
5478,2017,27 September 2017,Protests,Protesters (Mauritania),Mauritania,18.1194,-16.0406,0,Nouakchott,2017-09-27,9,MRT
5479,2017,27 September 2017,Explosions/Remote violence,Unidentified Armed Group (Nigeria),Nigeria,12.024000000000001,13.9165,2,Dikwa,2017-09-27,9,NGA
5480,2017,27 September 2017,Protests,Protesters (Nigeria),Nigeria,6.2006,6.7339,0,Asaba,2017-09-27,9,NGA
5481,2017,27 September 2017,Battles,Unidentified Armed Group (Mali),Mali,14.4138,-2.965,0,Gawa,2017-09-27,9,MLI
5482,2017,27 September 2017,Riots,Rioters (Nigeria),Nigeria,7.8024,6.742999999999999,0,Lokoja,2017-09-27,9,NGA
5483,2017,27 September 2017,Protests,Protesters (Nigeria),Nigeria,6.3163,8.1169,0,Abakaliki,2017-09-27,9,NGA
5484,2017,27 September 2017,Violence against civilians,Boko Haram - Wilayat Gharb Ifriqiyyah,Nigeria,12.944,13.184000000000001,3,Gudumbali,2017-09-27,9,NGA
5485,2017,27 September 2017,Violence against civilians,Unidentified Armed Group (Nigeria),Nigeria,10.6637,6.54,0,Birnin Gwari,2017-09-27,9,NGA
5486,2017,26 September 2017,Explosions/Remote violence,Military Forces of Mauritania (2009-),Mauritania,22.7187,-12.4521,0,Zouerat,2017-09-26,9,MRT
5487,2017,26 September 2017,Explosions/Remote violence,Boko Haram - Wilayat Gharb Ifriqiyyah,Nigeria,12.024000000000001,13.9165,5,Dikwa,2017-09-26,9,NGA
5488,2017,26 September 2017,Protests,Protesters (Nigeria),Nigeria,5.3649,6.1439,0,Igbide,2017-09-26,9,NGA
5489,2017,25 September 2017,Battles,Unidentified Armed Group (Mali),Mali,15.797,3.7095,7,Tamalat,2017-09-25,9,MLI
5490,2017,25 September 2017,Violence against civilians,Islamist Militia (Mali),Mali,14.8252,-5.2547,0,Dioura,2017-09-25,9,MLI
5491,2017,25 September 2017,Riots,Rioters (Mali),Mali,12.184000000000001,-4.8028,1,Koury,2017-09-25,9,MLI
5492,2017,25 September 2017,Violence against civilians,Unidentified Armed Group (Mali),Mali,14.8628,-1.7726,1,Godoware,2017-09-25,9,MLI
5493,2017,25 September 2017,Violence against civilians,Unidentified Communal Militia (Nigeria),Nigeria,7.3878,3.8964,0,Ibadan,2017-09-25,9,NGA
5494,2017,25 September 2017,Violence against civilians,Unidentified Armed Group (Nigeria),Nigeria,7.3878,3.8964,0,Ibadan,2017-09-25,9,NGA
5495,2017,25 September 2017,Violence against civilians,JNIM: Group for Support of Islam and Muslims,Mali,15.1687,-7.2847,0,Nara,2017-09-25,9,MLI
5496,2017,24 September 2017,Protests,Protesters (Nigeria),Nigeria,7.7573,5.7228,0,Omuo-Ekiti,2017-09-24,9,NGA
5497,2017,24 September 2017,Protests,Protesters (Nigeria),Nigeria,11.7606,13.2683,0,Dalori,2017-09-24,9,NGA
5498,2017,24 September 2017,Explosions/Remote violence,Unidentified Armed Group (Mali),Mali,15.6597,0.5022,3,Ansongo,2017-09-24,9,MLI
5499,2017,24 September 2017,Battles,Police Forces of Nigeria (2015-),Nigeria,6.3351,5.6275,3,Benin City,2017-09-24,9,NGA
5500,2017,24 September 2017,Violence against civilians,Boko Haram - Wilayat Gharb Ifriqiyyah,Nigeria,12.1415,12.8995,21,Titiwa,2017-09-24,9,NGA
5501,2017,24 September 2017,Violence against civilians,Unidentified Armed Group (Nigeria),Nigeria,6.3351,5.6275,3,Benin City,2017-09-24,9,NGA
5502,2017,23 September 2017,Battles,Unidentified Armed Group (Mali),Mali,20.1994,1.1283,0,Tabrichat,2017-09-23,9,MLI
5503,2017,23 September 2017,Explosions/Remote violence,Unidentified Armed Group (Mali),Mali,15.9182,2.4022,0,Menaka,2017-09-23,9,MLI
5504,2017,22 September 2017,Battles,Police Forces of Nigeria (2015-),Nigeria,4.578,5.9708,3,Tebidaba,2017-09-22,9,NGA
5505,2017,22 September 2017,Battles,Military Forces of Nigeria (2015-),Nigeria,11.5221,13.6856,2,Bama,2017-09-22,9,NGA
5506,2017,22 September 2017,Strategic developments,Unidentified Armed Group (Mali),Mali,15.9182,2.4022,0,Menaka,2017-09-22,9,MLI
5507,2017,22 September 2017,Violence against civilians,Islamist Militia (Mali),Mali,14.609000000000002,-4.4928,0,Sare-Kina,2017-09-22,9,MLI
5508,2017,21 September 2017,Riots,Rioters (Nigeria),Nigeria,7.2526,5.1931,0,Akure,2017-09-21,9,NGA
5509,2017,21 September 2017,Battles,Military Forces of Nigeria (2015-),Nigeria,5.3435,6.6532,0,Omoku,2017-09-21,9,NGA
5510,2017,21 September 2017,Battles,Military Forces of Nigeria (2015-),Nigeria,11.9553,6.9223,1,Chafe,2017-09-21,9,NGA
5511,2017,21 September 2017,Violence against civilians,Military Forces of Mali (2013-),Mali,14.2223,-4.4959,0,Kouakourou,2017-09-21,9,MLI
5512,2017,21 September 2017,Violence against civilians,Unidentified Armed Group (Nigeria),Nigeria,11.9553,6.9223,1,Chafe,2017-09-21,9,NGA
5513,2017,21 September 2017,Strategic developments,Unidentified Armed Group (Mali),Mali,15.1333,-3.4833,0,Bore,2017-09-21,9,MLI
5514,2017,21 September 2017,Explosions/Remote violence,Unidentified Armed Group (Mali),Mali,14.7953,-1.3181,0,Boulikessi,2017-09-21,9,MLI
5515,2017,20 September 2017,Battles,Unidentified Armed Group (Mali),Mali,16.1506,1.4277,4,I-n-Deliman,2017-09-20,9,MLI
5516,2017,20 September 2017,Explosions/Remote violence,JNIM: Group for Support of Islam and Muslims,Mali,18.44,1.41,0,Kidal,2017-09-20,9,MLI
5517,2017,20 September 2017,Battles,JNIM: Group for Support of Islam and Muslims,Mali,18.44,1.41,0,Kidal,2017-09-20,9,MLI
5518,2017,20 September 2017,Violence against civilians,Military Forces of Nigeria (2015-),Nigeria,10.8864,13.63,1,Madagali,2017-09-20,9,NGA
5519,2017,20 September 2017,Violence against civilians,Boko Haram - Wilayat Gharb Ifriqiyyah,Nigeria,12.2829,14.4724,9,Rann,2017-09-20,9,NGA
5520,2017,19 September 2017,Protests,Protesters (Nigeria),Nigeria,7.3878,3.8964,0,Ibadan,2017-09-19,9,NGA
5521,2017,19 September 2017,Riots,Rioters (Senegal),Senegal,15.4833,-16.35,0,Gueoul,2017-09-19,9,SEN
5522,2017,19 September 2017,Protests,Protesters (Nigeria),Nigeria,6.4531,3.3958,0,Lagos,2017-09-19,9,NGA
5523,2017,19 September 2017,Riots,Rioters (Nigeria),Nigeria,8.5,4.55,0,Illorin,2017-09-19,9,NGA
5524,2017,19 September 2017,Protests,Protesters (Nigeria),Nigeria,6.6096,3.3566,0,Alausa,2017-09-19,9,NGA
5525,2017,19 September 2017,Battles,Military Forces of Nigeria (2015-),Nigeria,11.1767,13.8256,16,Pulka,2017-09-19,9,NGA
5526,2017,19 September 2017,Battles,Military Forces of Nigeria (2015-),Nigeria,11.1587,13.4162,2,Beta,2017-09-19,9,NGA
5527,2017,19 September 2017,Violence against civilians,Unidentified Armed Group (Mali),Mali,15.6597,0.5022,0,Ansongo,2017-09-19,9,MLI
5528,2017,18 September 2017,Explosions/Remote violence,Boko Haram - Wilayat Gharb Ifriqiyyah,Nigeria,11.6558,13.4213,12,Konduga,2017-09-18,9,NGA
5529,2017,18 September 2017,Riots,Rioters (Nigeria),Nigeria,7.4913,5.2323,0,Ikere,2017-09-18,9,NGA
5530,2017,18 September 2017,Strategic developments,Police Forces of Nigeria (2015-),Nigeria,5.5263,7.4896,0,Umuahia,2017-09-18,9,NGA
5531,2017,18 September 2017,Battles,Military Forces of Nigeria (2015-),Nigeria,4.7774,7.0134,0,Port Harcourt,2017-09-18,9,NGA
5532,2017,17 September 2017,Protests,Protesters (Senegal),Senegal,12.7828,-15.5461,0,Sefa,2017-09-17,9,SEN
5533,2017,17 September 2017,Riots,Rioters (Nigeria),Nigeria,4.8877,6.9425,0,Rumu-Epeni,2017-09-17,9,NGA
5534,2017,17 September 2017,Battles,Unidentified Armed Group (Mali),Mali,16.3061,0.7175,1,Imenas,2017-09-17,9,MLI
5535,2017,17 September 2017,Violence against civilians,Boko Haram - Wilayat Gharb Ifriqiyyah,Nigeria,12.1415,12.8995,5,Titiwa,2017-09-17,9,NGA
5536,2017,17 September 2017,Violence against civilians,Unidentified Armed Group (Nigeria),Nigeria,4.8877,6.9425,1,Rumu-Epeni,2017-09-17,9,NGA
5537,2017,16 September 2017,Protests,Protesters (Senegal),Senegal,14.6667,-17.4441,0,Dakar,2017-09-16,9,SEN
5538,2017,16 September 2017,Protests,Protesters (Nigeria),Nigeria,11.9702,8.5044,0,Kano,2017-09-16,9,NGA
5539,2017,16 September 2017,Battles,Police Forces of Nigeria (2015-),Nigeria,7.4605,6.6947,3,Ajaokuta,2017-09-16,9,NGA
5540,2017,16 September 2017,Strategic developments,Unidentified Armed Group (Mali),Mali,14.2223,-4.4959,0,Kouakourou,2017-09-16,9,MLI
5541,2017,16 September 2017,Protests,Protesters (Mali),Mali,12.65,-8.0,0,Bamako,2017-09-16,9,MLI
5542,2017,16 September 2017,Battles,Police Forces of Nigeria (2015-),Nigeria,11.1388,7.7642,2,Shika,2017-09-16,9,NGA
5543,2017,16 September 2017,Violence against civilians,Islamist Militia (Mali),Mali,14.2223,-4.4959,1,Kouakourou,2017-09-16,9,MLI
5544,2017,16 September 2017,Violence against civilians,Unidentified Armed Group (Mali),Mali,15.8196,-1.2911,1,Gossi,2017-09-16,9,MLI
5545,2017,15 September 2017,Violence against civilians,IPOB: Indigenous Peoples of Biafra,Nigeria,6.2006,6.7339,6,Asaba,2017-09-15,9,NGA
5546,2017,14 September 2017,Riots,Rioters (Nigeria),Nigeria,9.9285,8.8921,1,Jos,2017-09-14,9,NGA
5547,2017,14 September 2017,Riots,Rioters (Nigeria),Nigeria,5.1066,7.3667,0,Aba,2017-09-14,9,NGA
5548,2017,14 September 2017,Battles,Unidentified Armed Group (Mali),Mali,15.9182,2.4022,3,Menaka,2017-09-14,9,MLI
5549,2017,14 September 2017,Protests,Protesters (Senegal),Senegal,14.6667,-17.4441,0,Dakar,2017-09-14,9,SEN
5550,2017,14 September 2017,Strategic developments,Police Forces of Nigeria (2015-),Nigeria,11.8464,13.1603,0,Maiduguri,2017-09-14,9,NGA
5551,2017,14 September 2017,Battles,Unidentified Armed Group (Mali),Mali,15.1728,1.0229,2,Ti Samet,2017-09-14,9,MLI
5552,2017,14 September 2017,Protests,Protesters (Nigeria),Nigeria,5.5263,7.4896,2,Umuahia,2017-09-14,9,NGA
5553,2017,14 September 2017,Protests,Protesters (Nigeria),Nigeria,6.4538,3.2059,0,Ojo,2017-09-14,9,NGA
5554,2017,14 September 2017,Riots,Rioters (Nigeria),Nigeria,5.644,7.2065,0,Obolo,2017-09-14,9,NGA
5555,2017,14 September 2017,Violence against civilians,Unidentified Armed Group (Nigeria),Nigeria,5.1066,7.3667,10,Aba,2017-09-14,9,NGA
5556,2017,14 September 2017,Violence against civilians,Military Forces of Nigeria (2015-),Nigeria,5.1167,7.3333,10,Umuode,2017-09-14,9,NGA
5557,2017,14 September 2017,Violence against civilians,Islamist Militia (Mali),Mali,14.2223,-4.4959,2,Kouakourou,2017-09-14,9,MLI
5558,2017,14 September 2017,Violence against civilians,Military Forces of Nigeria (2015-),Nigeria,5.5263,7.4896,0,Umuahia,2017-09-14,9,NGA
5559,2017,13 September 2017,Riots,Rioters (Nigeria),Nigeria,5.1066,7.3667,0,Aba,2017-09-13,9,NGA
5560,2017,13 September 2017,Riots,Rioters (Nigeria),Nigeria,9.0833,7.5333,0,Abuja,2017-09-13,9,NGA
5561,2017,13 September 2017,Riots,Rioters (Nigeria),Nigeria,6.5833,3.3333,0,Murtala Mohammed Airport,2017-09-13,9,NGA
5562,2017,13 September 2017,Battles,Police Forces of Nigeria (2015-),Nigeria,4.8755,7.1488,1,Obigbo,2017-09-13,9,NGA
5563,2017,13 September 2017,Battles,Unidentified Armed Group (Mali),Mali,18.44,1.41,0,Kidal,2017-09-13,9,MLI
5564,2017,13 September 2017,Riots,Rioters (Nigeria),Nigeria,7.3502,8.0483,4,Boju-Ega,2017-09-13,9,NGA
5565,2017,13 September 2017,Riots,Rioters (Nigeria),Nigeria,4.8256,8.2344,0,Oron,2017-09-13,9,NGA
5566,2017,13 September 2017,Battles,JNIM: Group for Support of Islam and Muslims,Mali,14.2223,-4.4959,0,Kouakourou,2017-09-13,9,MLI
5567,2017,13 September 2017,Violence against civilians,Boko Haram - Wilayat Gharb Ifriqiyyah,Nigeria,12.024000000000001,13.9165,0,Dikwa,2017-09-13,9,NGA
5568,2017,13 September 2017,Violence against civilians,Military Forces of Nigeria (2015-),Nigeria,12.6786,13.6079,0,Monguno,2017-09-13,9,NGA
5569,2017,12 September 2017,Riots,Rioters (Nigeria),Nigeria,7.7411,8.5121,0,Makurdi,2017-09-12,9,NGA
5570,2017,12 September 2017,Protests,Protesters (Nigeria),Nigeria,9.0519,7.53,0,Asokoro,2017-09-12,9,NGA
5571,2017,12 September 2017,Violence against civilians,Military Forces of Nigeria (2015-),Nigeria,5.5263,7.4896,0,Umuahia,2017-09-12,9,NGA
5572,2017,12 September 2017,Battles,Unidentified Armed Group (Mali),Mali,14.4138,-2.965,0,Gawa,2017-09-12,9,MLI
5573,2017,12 September 2017,Battles,Hausa Ethnic Militia (Nigeria),Nigeria,4.8755,7.1488,0,Obigbo,2017-09-12,9,NGA
5574,2017,12 September 2017,Protests,Protesters (Mauritania),Mauritania,18.1194,-16.0406,0,Nouakchott,2017-09-12,9,MRT
5575,2017,11 September 2017,Riots,Rioters (Nigeria),Nigeria,4.6412,7.9209,0,Eket,2017-09-11,9,NGA
5576,2017,11 September 2017,Protests,Protesters (Nigeria),Nigeria,5.0333,7.9266,0,Uyo,2017-09-11,9,NGA
5577,2017,11 September 2017,Protests,Protesters (Mauritania),Mauritania,18.1194,-16.0406,0,Nouakchott,2017-09-11,9,MRT
5578,2017,11 September 2017,Battles,Military Forces of Nigeria (2015-),Nigeria,9.9333,8.7333,5,Bassa,2017-09-11,9,NGA
5579,2017,11 September 2017,Protests,Protesters (Mauritania),Mauritania,18.1194,-16.0406,0,Nouakchott,2017-09-11,9,MRT
5580,2017,11 September 2017,Explosions/Remote violence,Unidentified Armed Group (Mali),Mali,16.2717,-0.0447,0,Gao,2017-09-11,9,MLI
5581,2017,11 September 2017,Violence against civilians,Military Forces of Nigeria (2015-),Nigeria,5.3571,7.3877,45,Okpuala-Ngwa,2017-09-11,9,NGA
