,Area,Item,Year,Unit,Value,Element,Flag
309,Senegal,Prevalence of obesity in the adult population (18 years and older),2004,%,4.5,Value,X
310,Senegal,Prevalence of obesity in the adult population (18 years and older),2005,%,4.7,Value,X
311,Senegal,Prevalence of obesity in the adult population (18 years and older),2006,%,4.9,Value,X
312,Senegal,Prevalence of obesity in the adult population (18 years and older),2007,%,5.1,Value,X
313,Senegal,Prevalence of obesity in the adult population (18 years and older),2008,%,5.3,Value,X
314,Senegal,Prevalence of obesity in the adult population (18 years and older),2009,%,5.5,Value,X
315,Senegal,Prevalence of obesity in the adult population (18 years and older),2010,%,5.7,Value,X
316,Senegal,Prevalence of obesity in the adult population (18 years and older),2011,%,6,Value,X
317,Senegal,Prevalence of obesity in the adult population (18 years and older),2012,%,6.2,Value,X
318,Senegal,Prevalence of obesity in the adult population (18 years and older),2013,%,6.5,Value,X
319,Senegal,Prevalence of obesity in the adult population (18 years and older),2014,%,6.8,Value,X
320,Senegal,Prevalence of obesity in the adult population (18 years and older),2015,%,7.1,Value,X
321,Senegal,Prevalence of obesity in the adult population (18 years and older),2016,%,7.4,Value,X
322,Senegal,Prevalence of anemia among women of reproductive age (15-49 years),2000,%,60.1,Value,X
323,Senegal,Prevalence of anemia among women of reproductive age (15-49 years),2001,%,60,Value,X
324,Senegal,Prevalence of anemia among women of reproductive age (15-49 years),2002,%,60,Value,X
325,Senegal,Prevalence of anemia among women of reproductive age (15-49 years),2003,%,59.8,Value,X
326,Senegal,Prevalence of anemia among women of reproductive age (15-49 years),2004,%,59.7,Value,X
327,Senegal,Prevalence of anemia among women of reproductive age (15-49 years),2005,%,59.3,Value,X
328,Senegal,Prevalence of anemia among women of reproductive age (15-49 years),2006,%,58.9,Value,X
329,Senegal,Prevalence of anemia among women of reproductive age (15-49 years),2007,%,58.3,Value,X
330,Senegal,Prevalence of anemia among women of reproductive age (15-49 years),2008,%,57.5,Value,X
331,Senegal,Prevalence of anemia among women of reproductive age (15-49 years),2009,%,56.5,Value,X
332,Senegal,Prevalence of anemia among women of reproductive age (15-49 years),2010,%,55.5,Value,X
333,Senegal,Prevalence of anemia among women of reproductive age (15-49 years),2011,%,54.4,Value,X
334,Senegal,Prevalence of anemia among women of reproductive age (15-49 years),2012,%,53.5,Value,X
335,Senegal,Prevalence of anemia among women of reproductive age (15-49 years),2013,%,52.5,Value,X
336,Senegal,Prevalence of anemia among women of reproductive age (15-49 years),2014,%,51.5,Value,X
337,Senegal,Prevalence of anemia among women of reproductive age (15-49 years),2015,%,50.7,Value,X
338,Senegal,Prevalence of anemia among women of reproductive age (15-49 years),2016,%,49.9,Value,X
339,Senegal,Prevalence of exclusive breastfeeding among infants 0-5 months of age,2005,%,30.9,Value,X
340,Senegal,Prevalence of exclusive breastfeeding among infants 0-5 months of age,2010,%,39,Value,X
341,Senegal,Prevalence of exclusive breastfeeding among infants 0-5 months of age,2012,%,37.5,Value,X
342,Senegal,Prevalence of exclusive breastfeeding among infants 0-5 months of age,2014,%,32.4,Value,X
343,Senegal,Prevalence of exclusive breastfeeding among infants 0-5 months of age,2015,%,33.3,Value,X
344,Senegal,Prevalence of exclusive breastfeeding among infants 0-5 months of age,2016,%,36.4,Value,X
345,Senegal,Prevalence of exclusive breastfeeding among infants 0-5 months of age,2017,%,42.1,Value,X
346,Senegal,Prevalence of low birthweight (percent),2000,%,22,Value,X
347,Senegal,Prevalence of low birthweight (percent),2001,%,21.7,Value,X
348,Senegal,Prevalence of low birthweight (percent),2002,%,21.5,Value,X
349,Senegal,Prevalence of low birthweight (percent),2003,%,21.2,Value,X
350,Senegal,Prevalence of low birthweight (percent),2004,%,20.9,Value,X
351,Senegal,Prevalence of low birthweight (percent),2005,%,20.6,Value,X
352,Senegal,Prevalence of low birthweight (percent),2006,%,20.3,Value,X
353,Senegal,Prevalence of low birthweight (percent),2007,%,20,Value,X
354,Senegal,Prevalence of low birthweight (percent),2008,%,19.8,Value,X
355,Senegal,Prevalence of low birthweight (percent),2009,%,19.5,Value,X
356,Senegal,Prevalence of low birthweight (percent),2010,%,19.3,Value,X
357,Senegal,Prevalence of low birthweight (percent),2011,%,19.1,Value,X
358,Senegal,Prevalence of low birthweight (percent),2012,%,18.9,Value,X
359,Senegal,Prevalence of low birthweight (percent),2013,%,18.7,Value,X
360,Senegal,Prevalence of low birthweight (percent),2014,%,18.6,Value,X
361,Senegal,Prevalence of low birthweight (percent),2015,%,18.5,Value,X
363,Nigeria,Average dietary energy supply adequacy (percent) (3-year average),2001,%,121,Value,F
364,Nigeria,Average dietary energy supply adequacy (percent) (3-year average),2002,%,121,Value,F
365,Nigeria,Average dietary energy supply adequacy (percent) (3-year average),2003,%,121,Value,F
366,Nigeria,Average dietary energy supply adequacy (percent) (3-year average),2004,%,121,Value,F
367,Nigeria,Average dietary energy supply adequacy (percent) (3-year average),2005,%,123,Value,F
368,Nigeria,Average dietary energy supply adequacy (percent) (3-year average),2006,%,125,Value,F
369,Nigeria,Average dietary energy supply adequacy (percent) (3-year average),2007,%,126,Value,F
370,Nigeria,Average dietary energy supply adequacy (percent) (3-year average),2008,%,126,Value,F
371,Nigeria,Average dietary energy supply adequacy (percent) (3-year average),2009,%,126,Value,F
372,Nigeria,Average dietary energy supply adequacy (percent) (3-year average),2010,%,126,Value,F
373,Nigeria,Average dietary energy supply adequacy (percent) (3-year average),2011,%,126,Value,F
374,Nigeria,Average dietary energy supply adequacy (percent) (3-year average),2012,%,125,Value,F
375,Nigeria,Average dietary energy supply adequacy (percent) (3-year average),2013,%,124,Value,F
376,Nigeria,Average dietary energy supply adequacy (percent) (3-year average),2014,%,122,Value,F
377,Nigeria,Average dietary energy supply adequacy (percent) (3-year average),2015,%,120,Value,F
378,Nigeria,Average dietary energy supply adequacy (percent) (3-year average),2016,%,119,Value,F
379,Nigeria,Average dietary energy supply adequacy (percent) (3-year average),2017,%,117,Value,F
380,Nigeria,Average dietary energy supply adequacy (percent) (3-year average),2018,%,116,Value,F
381,Nigeria,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2001,I$ per person,204,Value,F
382,Nigeria,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2002,I$ per person,203,Value,F
383,Nigeria,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2003,I$ per person,203,Value,F
384,Nigeria,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2004,I$ per person,208,Value,F
385,Nigeria,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2005,I$ per person,214,Value,F
386,Nigeria,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2006,I$ per person,221,Value,F
387,Nigeria,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2007,I$ per person,219,Value,F
388,Nigeria,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2008,I$ per person,217,Value,F
389,Nigeria,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2009,I$ per person,202,Value,F
390,Nigeria,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2010,I$ per person,202,Value,F
391,Nigeria,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2011,I$ per person,193,Value,F
392,Nigeria,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2012,I$ per person,200,Value,F
393,Nigeria,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2013,I$ per person,198,Value,F
394,Nigeria,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2014,I$ per person,207,Value,F
395,Nigeria,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2015,I$ per person,209,Value,F
396,Nigeria,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2016,I$ per person,211,Value,F
397,Nigeria,Average value of food production (constant 2004-2006 I$/cap) (3-year average),2017,I$ per person,137,Value,F
398,Nigeria,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2001,%,64,Value,F
399,Nigeria,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2002,%,64,Value,F
400,Nigeria,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2003,%,63,Value,F
401,Nigeria,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2004,%,63,Value,F
402,Nigeria,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2005,%,63,Value,F
403,Nigeria,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2006,%,63,Value,F
404,Nigeria,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2007,%,63,Value,F
405,Nigeria,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2008,%,63,Value,F
406,Nigeria,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2009,%,64,Value,F
407,Nigeria,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2010,%,65,Value,F
408,Nigeria,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2011,%,66,Value,F
409,Nigeria,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2012,%,66,Value,F
410,Nigeria,"Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)",2013,%,66,Value,F
411,Nigeria,Average protein supply (g/cap/day) (3-year average),2001,g/capita/day,58.3,Value,F
412,Nigeria,Average protein supply (g/cap/day) (3-year average),2002,g/capita/day,58,Value,F
413,Nigeria,Average protein supply (g/cap/day) (3-year average),2003,g/capita/day,58.3,Value,F
414,Nigeria,Average protein supply (g/cap/day) (3-year average),2004,g/capita/day,59,Value,F
415,Nigeria,Average protein supply (g/cap/day) (3-year average),2005,g/capita/day,60.4,Value,F
416,Nigeria,Average protein supply (g/cap/day) (3-year average),2006,g/capita/day,61.7,Value,F
417,Nigeria,Average protein supply (g/cap/day) (3-year average),2007,g/capita/day,63,Value,F
418,Nigeria,Average protein supply (g/cap/day) (3-year average),2008,g/capita/day,63.3,Value,F
419,Nigeria,Average protein supply (g/cap/day) (3-year average),2009,g/capita/day,63.7,Value,F
420,Nigeria,Average protein supply (g/cap/day) (3-year average),2010,g/capita/day,63.3,Value,F
421,Nigeria,Average protein supply (g/cap/day) (3-year average),2011,g/capita/day,63.3,Value,F
422,Nigeria,Average protein supply (g/cap/day) (3-year average),2012,g/capita/day,62.7,Value,F
423,Nigeria,Average protein supply (g/cap/day) (3-year average),2013,g/capita/day,62.7,Value,F
424,Nigeria,Average supply of protein of animal origin (g/cap/day) (3-year average),2001,g/capita/day,7,Value,F
425,Nigeria,Average supply of protein of animal origin (g/cap/day) (3-year average),2002,g/capita/day,8,Value,F
426,Nigeria,Average supply of protein of animal origin (g/cap/day) (3-year average),2003,g/capita/day,8,Value,F
427,Nigeria,Average supply of protein of animal origin (g/cap/day) (3-year average),2004,g/capita/day,8,Value,F
428,Nigeria,Average supply of protein of animal origin (g/cap/day) (3-year average),2005,g/capita/day,8,Value,F
429,Nigeria,Average supply of protein of animal origin (g/cap/day) (3-year average),2006,g/capita/day,8,Value,F
430,Nigeria,Average supply of protein of animal origin (g/cap/day) (3-year average),2007,g/capita/day,9,Value,F
431,Nigeria,Average supply of protein of animal origin (g/cap/day) (3-year average),2008,g/capita/day,9,Value,F
432,Nigeria,Average supply of protein of animal origin (g/cap/day) (3-year average),2009,g/capita/day,9,Value,F
433,Nigeria,Average supply of protein of animal origin (g/cap/day) (3-year average),2010,g/capita/day,9,Value,F
434,Nigeria,Average supply of protein of animal origin (g/cap/day) (3-year average),2011,g/capita/day,9,Value,F
435,Nigeria,Average supply of protein of animal origin (g/cap/day) (3-year average),2012,g/capita/day,10,Value,F
436,Nigeria,Average supply of protein of animal origin (g/cap/day) (3-year average),2013,g/capita/day,10,Value,F
437,Nigeria,Rail lines density (total route in km per 100 square km of land area),2000,per 100 square km of land area,0.4,Value,X
438,Nigeria,Rail lines density (total route in km per 100 square km of land area),2001,per 100 square km of land area,0.4,Value,X
439,Nigeria,Rail lines density (total route in km per 100 square km of land area),2002,per 100 square km of land area,0.4,Value,X
440,Nigeria,Rail lines density (total route in km per 100 square km of land area),2003,per 100 square km of land area,0.4,Value,X
441,Nigeria,Rail lines density (total route in km per 100 square km of land area),2004,per 100 square km of land area,0.4,Value,X
442,Nigeria,Rail lines density (total route in km per 100 square km of land area),2005,per 100 square km of land area,0.4,Value,X
443,Nigeria,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2000,I$,3069.4,Value,X
444,Nigeria,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2001,I$,3170.4,Value,X
445,Nigeria,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2002,I$,3565.4,Value,X
446,Nigeria,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2003,I$,3731.5,Value,X
447,Nigeria,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2004,I$,3973.6,Value,X
448,Nigeria,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2005,I$,4121.5,Value,X
449,Nigeria,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2006,I$,4258.6,Value,X
450,Nigeria,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2007,I$,4421.4,Value,X
451,Nigeria,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2008,I$,4597,Value,X
452,Nigeria,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2009,I$,4835.9,Value,X
453,Nigeria,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2010,I$,5085.4,Value,X
454,Nigeria,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2011,I$,5213.8,Value,X
455,Nigeria,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2012,I$,5290.6,Value,X
456,Nigeria,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2013,I$,5494.5,Value,X
457,Nigeria,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2014,I$,5687.6,Value,X
458,Nigeria,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2015,I$,5685.9,Value,X
459,Nigeria,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2016,I$,5448.9,Value,X
460,Nigeria,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2017,I$,5351.4,Value,X
461,Nigeria,"Gross domestic product per capita, PPP, dissemination (constant 2011 international $)",2018,I$,5315.8,Value,X
462,Nigeria,Prevalence of undernourishment (percent) (3-year average),2001,%,9.3,Value,F
463,Nigeria,Prevalence of undernourishment (percent) (3-year average),2002,%,9,Value,F
464,Nigeria,Prevalence of undernourishment (percent) (3-year average),2003,%,9,Value,F
465,Nigeria,Prevalence of undernourishment (percent) (3-year average),2004,%,8.3,Value,F
466,Nigeria,Prevalence of undernourishment (percent) (3-year average),2005,%,7.4,Value,F
467,Nigeria,Prevalence of undernourishment (percent) (3-year average),2006,%,6.5,Value,F
468,Nigeria,Prevalence of undernourishment (percent) (3-year average),2007,%,6.1,Value,F
469,Nigeria,Prevalence of undernourishment (percent) (3-year average),2008,%,6,Value,F
470,Nigeria,Prevalence of undernourishment (percent) (3-year average),2009,%,6,Value,F
471,Nigeria,Prevalence of undernourishment (percent) (3-year average),2010,%,6.1,Value,F
472,Nigeria,Prevalence of undernourishment (percent) (3-year average),2011,%,6.2,Value,F
473,Nigeria,Prevalence of undernourishment (percent) (3-year average),2012,%,6.5,Value,F
474,Nigeria,Prevalence of undernourishment (percent) (3-year average),2013,%,7,Value,F
475,Nigeria,Prevalence of undernourishment (percent) (3-year average),2014,%,7.8,Value,F
476,Nigeria,Prevalence of undernourishment (percent) (3-year average),2015,%,8.6,Value,F
477,Nigeria,Prevalence of undernourishment (percent) (3-year average),2016,%,9.6,Value,F
478,Nigeria,Prevalence of undernourishment (percent) (3-year average),2017,%,11.5,Value,F
479,Nigeria,Prevalence of undernourishment (percent) (3-year average),2018,%,13.4,Value,F
480,Nigeria,Number of people undernourished (million) (3-year average),2001,millions,11.4,Value,F
481,Nigeria,Number of people undernourished (million) (3-year average),2002,millions,11.3,Value,F
482,Nigeria,Number of people undernourished (million) (3-year average),2003,millions,11.5,Value,F
483,Nigeria,Number of people undernourished (million) (3-year average),2004,millions,11,Value,F
484,Nigeria,Number of people undernourished (million) (3-year average),2005,millions,10.1,Value,F
485,Nigeria,Number of people undernourished (million) (3-year average),2006,millions,9.1,Value,F
486,Nigeria,Number of people undernourished (million) (3-year average),2007,millions,8.7,Value,F
487,Nigeria,Number of people undernourished (million) (3-year average),2008,millions,8.7,Value,F
488,Nigeria,Number of people undernourished (million) (3-year average),2009,millions,9,Value,F
489,Nigeria,Number of people undernourished (million) (3-year average),2010,millions,9.5,Value,F
490,Nigeria,Number of people undernourished (million) (3-year average),2011,millions,9.9,Value,F
491,Nigeria,Number of people undernourished (million) (3-year average),2012,millions,10.6,Value,F
492,Nigeria,Number of people undernourished (million) (3-year average),2013,millions,11.7,Value,F
493,Nigeria,Number of people undernourished (million) (3-year average),2014,millions,13.4,Value,F
494,Nigeria,Number of people undernourished (million) (3-year average),2015,millions,15.2,Value,F
495,Nigeria,Number of people undernourished (million) (3-year average),2016,millions,17.4,Value,F
496,Nigeria,Number of people undernourished (million) (3-year average),2017,millions,21.4,Value,F
497,Nigeria,Number of people undernourished (million) (3-year average),2018,millions,25.6,Value,F
498,Nigeria,Prevalence of severe food insecurity in the total population (percent) (3-year average),2016,%,6.5,Value,
499,Nigeria,Prevalence of severe food insecurity in the total population (percent) (3-year average),2018,%,,Value,NV
500,Nigeria,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2016,%,36.4,Value,
501,Nigeria,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2018,%,,Value,NV
502,Nigeria,Number of severely food insecure people (million) (3-year average),2016,millions,11.8,Value,
503,Nigeria,Number of severely food insecure people (million) (3-year average),2018,millions,,Value,NV
504,Nigeria,Number of moderately or severely food insecure people (million) (3-year average),2016,millions,66,Value,
505,Nigeria,Number of moderately or severely food insecure people (million) (3-year average),2018,millions,,Value,NV
506,Nigeria,Cereal import dependency ratio (percent) (3-year average),2001,%,13.7,Value,F
507,Nigeria,Cereal import dependency ratio (percent) (3-year average),2002,%,15.2,Value,F
508,Nigeria,Cereal import dependency ratio (percent) (3-year average),2003,%,16,Value,F
509,Nigeria,Cereal import dependency ratio (percent) (3-year average),2004,%,15.5,Value,F
510,Nigeria,Cereal import dependency ratio (percent) (3-year average),2005,%,16.4,Value,F
511,Nigeria,Cereal import dependency ratio (percent) (3-year average),2006,%,16.1,Value,F
512,Nigeria,Cereal import dependency ratio (percent) (3-year average),2007,%,16.4,Value,F
513,Nigeria,Cereal import dependency ratio (percent) (3-year average),2008,%,15.1,Value,F
514,Nigeria,Cereal import dependency ratio (percent) (3-year average),2009,%,15.7,Value,F
515,Nigeria,Cereal import dependency ratio (percent) (3-year average),2010,%,16.8,Value,F
516,Nigeria,Cereal import dependency ratio (percent) (3-year average),2011,%,19.2,Value,F
517,Nigeria,Cereal import dependency ratio (percent) (3-year average),2012,%,19.2,Value,F
518,Nigeria,Cereal import dependency ratio (percent) (3-year average),2013,%,19.2,Value,F
519,Nigeria,Percent of arable land equipped for irrigation (percent) (3-year average),2001,%,0.8,Value,F
520,Nigeria,Percent of arable land equipped for irrigation (percent) (3-year average),2002,%,0.9,Value,F
521,Nigeria,Percent of arable land equipped for irrigation (percent) (3-year average),2003,%,0.9,Value,F
522,Nigeria,Percent of arable land equipped for irrigation (percent) (3-year average),2004,%,0.8,Value,F
523,Nigeria,Percent of arable land equipped for irrigation (percent) (3-year average),2005,%,0.8,Value,F
524,Nigeria,Percent of arable land equipped for irrigation (percent) (3-year average),2006,%,0.8,Value,F
525,Nigeria,Percent of arable land equipped for irrigation (percent) (3-year average),2007,%,0.8,Value,F
526,Nigeria,Percent of arable land equipped for irrigation (percent) (3-year average),2008,%,0.8,Value,F
527,Nigeria,Percent of arable land equipped for irrigation (percent) (3-year average),2009,%,0.8,Value,F
528,Nigeria,Percent of arable land equipped for irrigation (percent) (3-year average),2010,%,0.9,Value,F
529,Nigeria,Percent of arable land equipped for irrigation (percent) (3-year average),2011,%,0.9,Value,F
530,Nigeria,Percent of arable land equipped for irrigation (percent) (3-year average),2012,%,0.9,Value,F
531,Nigeria,Percent of arable land equipped for irrigation (percent) (3-year average),2013,%,0.9,Value,F
532,Nigeria,Percent of arable land equipped for irrigation (percent) (3-year average),2014,%,0.9,Value,F
533,Nigeria,Percent of arable land equipped for irrigation (percent) (3-year average),2015,%,0.9,Value,F
534,Nigeria,Percent of arable land equipped for irrigation (percent) (3-year average),2016,%,0.9,Value,F
535,Nigeria,Value of food imports in total merchandise exports (percent) (3-year average),2001,%,6,Value,F
536,Nigeria,Value of food imports in total merchandise exports (percent) (3-year average),2002,%,6,Value,F
537,Nigeria,Value of food imports in total merchandise exports (percent) (3-year average),2003,%,8,Value,F
538,Nigeria,Value of food imports in total merchandise exports (percent) (3-year average),2004,%,7,Value,F
539,Nigeria,Value of food imports in total merchandise exports (percent) (3-year average),2005,%,6,Value,F
540,Nigeria,Value of food imports in total merchandise exports (percent) (3-year average),2006,%,6,Value,F
541,Nigeria,Value of food imports in total merchandise exports (percent) (3-year average),2007,%,6,Value,F
542,Nigeria,Value of food imports in total merchandise exports (percent) (3-year average),2008,%,6,Value,F
543,Nigeria,Value of food imports in total merchandise exports (percent) (3-year average),2009,%,6,Value,F
544,Nigeria,Value of food imports in total merchandise exports (percent) (3-year average),2010,%,6,Value,F
545,Nigeria,Value of food imports in total merchandise exports (percent) (3-year average),2011,%,6,Value,F
546,Nigeria,Value of food imports in total merchandise exports (percent) (3-year average),2012,%,6,Value,F
547,Nigeria,Value of food imports in total merchandise exports (percent) (3-year average),2013,%,6,Value,F
548,Nigeria,Political stability and absence of violence/terrorism (index),2000,index,-1.46,Value,X
549,Nigeria,Political stability and absence of violence/terrorism (index),2002,index,-1.63,Value,X
550,Nigeria,Political stability and absence of violence/terrorism (index),2003,index,-1.63,Value,X
551,Nigeria,Political stability and absence of violence/terrorism (index),2004,index,-1.75,Value,X
552,Nigeria,Political stability and absence of violence/terrorism (index),2005,index,-1.67,Value,X
553,Nigeria,Political stability and absence of violence/terrorism (index),2006,index,-2.03,Value,X
554,Nigeria,Political stability and absence of violence/terrorism (index),2007,index,-2.01,Value,X
555,Nigeria,Political stability and absence of violence/terrorism (index),2008,index,-1.86,Value,X
556,Nigeria,Political stability and absence of violence/terrorism (index),2009,index,-2,Value,X
557,Nigeria,Political stability and absence of violence/terrorism (index),2010,index,-2.21,Value,X
558,Nigeria,Political stability and absence of violence/terrorism (index),2011,index,-1.96,Value,X
559,Nigeria,Political stability and absence of violence/terrorism (index),2012,index,-2.04,Value,X
560,Nigeria,Political stability and absence of violence/terrorism (index),2013,index,-2.09,Value,X
561,Nigeria,Political stability and absence of violence/terrorism (index),2014,index,-2.13,Value,X
562,Nigeria,Political stability and absence of violence/terrorism (index),2015,index,-1.93,Value,X
563,Nigeria,Political stability and absence of violence/terrorism (index),2016,index,-1.88,Value,X
564,Nigeria,Political stability and absence of violence/terrorism (index),2017,index,-1.94,Value,X
565,Nigeria,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2000,1000 I$,2.3,Value,F
566,Nigeria,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2001,1000 I$,2.2,Value,F
567,Nigeria,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2002,1000 I$,4.1,Value,F
568,Nigeria,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2003,1000 I$,4.4,Value,F
569,Nigeria,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2004,1000 I$,4.1,Value,F
570,Nigeria,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2005,1000 I$,5,Value,F
571,Nigeria,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2006,1000 I$,7.6,Value,F
572,Nigeria,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2007,1000 I$,9.8,Value,F
573,Nigeria,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2008,1000 I$,9,Value,F
574,Nigeria,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2009,1000 I$,7.6,Value,F
575,Nigeria,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2010,1000 I$,15.8,Value,F
576,Nigeria,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2011,1000 I$,15.3,Value,F
577,Nigeria,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2012,1000 I$,12.4,Value,F
578,Nigeria,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2013,1000 I$,12.6,Value,F
579,Nigeria,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2014,1000 I$,9.7,Value,F
580,Nigeria,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2015,1000 I$,10.3,Value,F
581,Nigeria,Per capita food production variability (constant 2004-2006 thousand int$ per capita),2016,1000 I$,11.5,Value,F
582,Nigeria,Per capita food supply variability (kcal/cap/day),2000,kcal/capita/day,17,Value,F
583,Nigeria,Per capita food supply variability (kcal/cap/day),2001,kcal/capita/day,24,Value,F
584,Nigeria,Per capita food supply variability (kcal/cap/day),2002,kcal/capita/day,33,Value,F
585,Nigeria,Per capita food supply variability (kcal/cap/day),2003,kcal/capita/day,38,Value,F
586,Nigeria,Per capita food supply variability (kcal/cap/day),2004,kcal/capita/day,30,Value,F
587,Nigeria,Per capita food supply variability (kcal/cap/day),2005,kcal/capita/day,18,Value,F
588,Nigeria,Per capita food supply variability (kcal/cap/day),2006,kcal/capita/day,36,Value,F
589,Nigeria,Per capita food supply variability (kcal/cap/day),2007,kcal/capita/day,48,Value,F
590,Nigeria,Per capita food supply variability (kcal/cap/day),2008,kcal/capita/day,46,Value,F
591,Nigeria,Per capita food supply variability (kcal/cap/day),2009,kcal/capita/day,28,Value,F
592,Nigeria,Per capita food supply variability (kcal/cap/day),2010,kcal/capita/day,16,Value,F
593,Nigeria,Per capita food supply variability (kcal/cap/day),2011,kcal/capita/day,16,Value,F
594,Nigeria,Per capita food supply variability (kcal/cap/day),2012,kcal/capita/day,15,Value,F
595,Nigeria,Per capita food supply variability (kcal/cap/day),2013,kcal/capita/day,20,Value,F
596,Nigeria,Percentage of population using safely managed drinking water services (Percent),2000,%,16.8,Value,X
597,Nigeria,Percentage of population using safely managed drinking water services (Percent),2001,%,17.3,Value,X
598,Nigeria,Percentage of population using safely managed drinking water services (Percent),2002,%,17.6,Value,X
599,Nigeria,Percentage of population using safely managed drinking water services (Percent),2003,%,17.9,Value,X
600,Nigeria,Percentage of population using safely managed drinking water services (Percent),2004,%,18.2,Value,X
601,Nigeria,Percentage of population using safely managed drinking water services (Percent),2005,%,18.5,Value,X
602,Nigeria,Percentage of population using safely managed drinking water services (Percent),2006,%,18.7,Value,X
603,Nigeria,Percentage of population using safely managed drinking water services (Percent),2007,%,18.9,Value,X
604,Nigeria,Percentage of population using safely managed drinking water services (Percent),2008,%,19.1,Value,X
605,Nigeria,Percentage of population using safely managed drinking water services (Percent),2009,%,19.2,Value,X
606,Nigeria,Percentage of population using safely managed drinking water services (Percent),2010,%,19.3,Value,X
607,Nigeria,Percentage of population using safely managed drinking water services (Percent),2011,%,19.4,Value,X
608,Nigeria,Percentage of population using safely managed drinking water services (Percent),2012,%,19.4,Value,X
609,Nigeria,Percentage of population using safely managed drinking water services (Percent),2013,%,19.4,Value,X
610,Nigeria,Percentage of population using safely managed drinking water services (Percent),2014,%,19.4,Value,X
611,Nigeria,Percentage of population using safely managed drinking water services (Percent),2015,%,19.4,Value,X
